InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,SalePrice
55687,4/8/2015,United States,2210,US12,Female,5.5,36,3.5, $129.00 ,50%, $64.50 
55688,4/9/2015,Germany,2201,GER1,Female,8,38-39,6, $189.00 ,0%, $189.00 
55688,4/9/2015,Germany,2192,GER1,Male,10.5,43-44,10, $189.00 ,0%, $189.00 
55689,4/9/2015,United Kingdom,2200,UK2,Male,9.5,42-43,9, $169.00 ,50%, $84.50 
55690,4/9/2015,Canada,2181,CAN7,Male,9,42,8.5, $189.00 ,0%, $189.00 
55691,4/9/2015,Canada,2195,CAN1,Female,9.5,40,7.5, $199.00 ,0%, $199.00 
55692,4/9/2015,United States,2205,US7,Male,9.5,42-43,9, $149.00 ,20%, $119.20 
55693,4/9/2015,United States,2242,US14,Female,8,38-39,6, $189.00 ,0%, $189.00 
55693,4/9/2015,United States,2239,US14,Male,9,42,8.5, $179.00 ,0%, $179.00 
55693,4/9/2015,United States,2160,US14,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
55693,4/9/2015,United States,2177,US14,Male,11,44,10.5, $199.00 ,50%, $99.50 
55694,4/9/2015,Canada,2181,CAN6,Male,9,42,8.5, $169.00 ,30%, $118.30 
55695,4/9/2015,United States,2163,US15,Male,10,43,9.5, $159.00 ,30%, $111.30 
55696,4/9/2015,Germany,2191,GER2,Male,10,43,9.5, $169.00 ,20%, $135.20 
55697,4/10/2015,Germany,2201,GER1,Female,8,38-39,6, $189.00 ,0%, $189.00 
55698,4/10/2015,Canada,2202,CAN3,Male,9.5,42-43,9, $139.00 ,20%, $111.20 
55699,4/10/2015,Canada,2178,CAN7,Female,9,39-40,7, $199.00 ,0%, $199.00 
55700,4/10/2015,United States,2205,US14,Male,10.5,43-44,10, $159.00 ,10%, $143.10 
55701,4/10/2015,United Kingdom,2159,UK4,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
55702,4/10/2015,Canada,2168,CAN2,Male,9,42,8.5, $139.00 ,0%, $139.00 
55703,4/10/2015,Canada,2209,CAN1,Male,10.5,43-44,10, $129.00 ,20%, $103.20 
55704,4/10/2015,United States,2213,US2,Female,7.5,38,5.5, $129.00 ,30%, $90.30 
55705,4/10/2015,Canada,2180,CAN6,Male,8,41,7.5, $169.00 ,50%, $84.50 
55706,4/11/2015,Germany,2194,GER2,Female,8.5,39,6.5, $169.00 ,30%, $118.30 
55707,4/11/2015,Germany,2219,GER2,Male,10.5,43-44,10, $149.00 ,0%, $149.00 
55708,4/11/2015,Canada,2213,CAN2,Male,8.5,41-42,8, $169.00 ,50%, $84.50 
55709,4/11/2015,United States,2205,US14,Male,10.5,43-44,10, $159.00 ,10%, $143.10 
55710,4/11/2015,United Kingdom,2205,UK3,Female,6.5,37,4.5, $159.00 ,0%, $159.00 
55711,4/11/2015,Germany,2197,GER1,Male,8.5,41-42,8, $139.00 ,10%, $125.10 
55712,4/11/2015,Canada,2214,CAN7,Male,10,43,9.5, $179.00 ,20%, $143.20 
55713,4/11/2015,United States,2168,US13,Female,6,36-37,4, $129.00 ,10%, $116.10 
55714,4/11/2015,Germany,2180,GER1,Female,8.5,39,6.5, $139.00 ,0%, $139.00 
55715,4/11/2015,United States,2230,US5,Male,11,44,10.5, $139.00 ,0%, $139.00 
55716,4/11/2015,United Kingdom,2207,UK3,Female,8,38-39,6, $169.00 ,0%, $169.00 
55717,4/11/2015,Canada,2181,CAN6,Male,9,42,8.5, $169.00 ,30%, $118.30 
55718,4/11/2015,Germany,2184,GER1,Male,9,42,8.5, $179.00 ,50%, $89.50 
55719,4/11/2015,Canada,2168,CAN3,Male,10.5,43-44,10, $129.00 ,30%, $90.30 
55720,4/12/2015,United States,2163,US15,Male,10,43,9.5, $159.00 ,30%, $111.30 
55721,4/12/2015,Germany,2149,GER1,Male,10,43,9.5, $129.00 ,0%, $129.00 
55722,4/12/2015,United Kingdom,2235,UK3,Male,10,43,9.5, $149.00 ,0%, $149.00 
55723,4/12/2015,Canada,2209,CAN1,Male,10.5,43-44,10, $129.00 ,20%, $103.20 
55724,4/12/2015,Canada,2181,CAN7,Male,9,42,8.5, $189.00 ,0%, $189.00 
55725,4/12/2015,Germany,2235,GER1,Male,12,45,11.5, $179.00 ,50%, $89.50 
55726,4/12/2015,United States,2218,US9,Female,8.5,39,6.5, $149.00 ,10%, $134.10 
55727,4/12/2015,Canada,2155,CAN2,Female,9,39-40,7, $129.00 ,50%, $64.50 
55728,4/12/2015,United Kingdom,2232,UK4,Female,9,39-40,7, $179.00 ,0%, $179.00 
55729,4/12/2015,United States,2218,US12,Male,11.5,44-45,11, $169.00 ,0%, $169.00 
55730,4/12/2015,Germany,2191,GER1,Female,8.5,39,6.5, $169.00 ,0%, $169.00 
55731,4/12/2015,United States,2155,US4,Male,9.5,42-43,9, $179.00 ,0%, $179.00 
55732,4/12/2015,Canada,2168,CAN2,Male,9,42,8.5, $139.00 ,0%, $139.00 
55733,4/12/2015,Germany,2218,GER2,Female,7,37-38,5, $169.00 ,0%, $169.00 
55734,4/13/2015,United States,2213,US15,Male,10,43,9.5, $169.00 ,0%, $169.00 
55735,4/13/2015,United States,2148,US8,Male,10,43,9.5, $169.00 ,0%, $169.00 
55736,4/13/2015,Canada,2181,CAN6,Male,9,42,8.5, $169.00 ,30%, $118.30 
55737,4/13/2015,Canada,2202,CAN3,Male,9.5,42-43,9, $139.00 ,20%, $111.20 
55738,4/13/2015,Germany,2176,GER1,Male,9.5,42-43,9, $139.00 ,0%, $139.00 
55739,4/13/2015,Canada,2190,CAN2,Male,6.5,39,6, $199.00 ,0%, $199.00 
55740,4/13/2015,Canada,2201,CAN1,Male,11.5,44-45,11, $159.00 ,0%, $159.00 
55741,4/13/2015,United States,2168,US14,Female,7.5,38,5.5, $189.00 ,10%, $170.10 
55741,4/13/2015,United States,2159,US14,Male,10.5,43-44,10, $129.00 ,0%, $129.00 
55742,4/13/2015,United States,2220,US1,Female,8.5,39,6.5, $179.00 ,0%, $179.00 
55743,4/13/2015,Canada,2176,CAN5,Male,9,42,8.5, $159.00 ,20%, $127.20 
55743,4/13/2015,Canada,2174,CAN3,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
55744,4/13/2015,Germany,2184,GER1,Male,9,42,8.5, $179.00 ,50%, $89.50 
55744,4/13/2015,Germany,2224,GER1,Female,8.5,39,6.5, $169.00 ,30%, $118.30 
55745,4/13/2015,Canada,2203,CAN1,Male,9,42,8.5, $179.00 ,10%, $161.10 
55746,4/13/2015,Germany,2193,GER2,Female,9.5,40,7.5, $129.00 ,0%, $129.00 
55747,4/13/2015,United Kingdom,2205,UK3,Female,6.5,37,4.5, $159.00 ,0%, $159.00 
55748,4/14/2015,United States,2183,US15,Female,9,39-40,7, $139.00 ,50%, $69.50 
55748,4/14/2015,United States,2196,US15,Female,9,39-40,7, $169.00 ,0%, $169.00 
55749,4/14/2015,United States,2237,US2,Male,9,42,8.5, $169.00 ,0%, $169.00 
55750,4/14/2015,United States,2233,US13,Female,9.5,40,7.5, $189.00 ,0%, $189.00 
55751,4/14/2015,United States,2159,US12,Female,8,38-39,6, $159.00 ,0%, $159.00 
55752,4/14/2015,Germany,2239,GER2,Male,11,44,10.5, $179.00 ,50%, $89.50 
55753,4/14/2015,United Kingdom,2201,UK3,Male,9,42,8.5, $199.00 ,50%, $99.50 
55754,4/14/2015,Germany,2187,GER1,Male,8.5,41-42,8, $149.00 ,0%, $149.00 
55755,4/14/2015,Canada,2181,CAN7,Male,9,42,8.5, $189.00 ,0%, $189.00 
55756,4/14/2015,United Kingdom,2181,UK2,Male,11,44,10.5, $189.00 ,20%, $151.20 
55757,4/14/2015,United States,2167,US13,Female,7.5,38,5.5, $189.00 ,10%, $170.10 
55758,4/15/2015,Canada,2183,CAN2,Male,12,45,11.5, $169.00 ,30%, $118.30 
55759,4/15/2015,Germany,2177,GER3,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
55760,4/15/2015,Germany,2152,GER2,Female,9,39-40,7, $199.00 ,50%, $99.50 
55761,4/15/2015,United States,2194,US14,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
55762,4/15/2015,Germany,2239,GER2,Male,11,44,10.5, $179.00 ,50%, $89.50 
55763,4/16/2015,United States,2229,US12,Male,9.5,42-43,9, $199.00 ,30%, $139.30 
55764,4/16/2015,United Kingdom,2211,UK5,Male,11.5,44-45,11, $129.00 ,0%, $129.00 
55765,4/16/2015,Canada,2151,CAN6,Male,13,46,12.5, $139.00 ,50%, $69.50 
55766,4/16/2015,United States,2183,US12,Male,10,43,9.5, $169.00 ,0%, $169.00 
55767,4/16/2015,Germany,2157,GER1,Male,9,42,8.5, $129.00 ,50%, $64.50 
55768,4/16/2015,Canada,2172,CAN6,Male,12,45,11.5, $189.00 ,0%, $189.00 
55769,4/16/2015,Canada,2201,CAN1,Male,11.5,44-45,11, $159.00 ,0%, $159.00 
55770,4/16/2015,United States,2176,US3,Male,10,43,9.5, $189.00 ,0%, $189.00 
55771,4/16/2015,Canada,2226,CAN6,Female,7.5,38,5.5, $189.00 ,30%, $132.30 
55772,4/16/2015,United States,2210,US15,Male,7.5,40-41,7, $199.00 ,0%, $199.00 
55773,4/16/2015,United States,2166,US14,Female,10,40-41,8, $199.00 ,0%, $199.00 
55774,4/17/2015,United Kingdom,2232,UK2,Male,10.5,43-44,10, $199.00 ,0%, $199.00 
55775,4/17/2015,Germany,2166,GER2,Male,11.5,44-45,11, $149.00 ,0%, $149.00 
55776,4/17/2015,United States,2225,US14,Male,10.5,43-44,10, $129.00 ,30%, $90.30 
55777,4/17/2015,Germany,2205,GER1,Male,10.5,43-44,10, $189.00 ,50%, $94.50 
55778,4/17/2015,Germany,2150,GER2,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
55779,4/17/2015,Canada,2200,CAN5,Female,9.5,40,7.5, $169.00 ,0%, $169.00 
55780,4/17/2015,United States,2197,US2,Male,10.5,43-44,10, $129.00 ,0%, $129.00 
55781,4/17/2015,Canada,2232,CAN6,Male,8,41,7.5, $159.00 ,10%, $143.10 
55782,4/17/2015,Canada,2221,CAN2,Male,7,40,6.5, $159.00 ,0%, $159.00 
55782,4/17/2015,Canada,2149,CAN1,Male,9.5,42-43,9, $179.00 ,20%, $143.20 
55783,4/17/2015,United States,2202,US9,Male,11,44,10.5, $179.00 ,50%, $89.50 
55784,4/17/2015,United States,2150,US8,Male,9,42,8.5, $149.00 ,50%, $74.50 
55785,4/17/2015,Germany,2189,GER2,Male,9.5,42-43,9, $139.00 ,50%, $69.50 
55786,4/17/2015,United States,2148,US14,Female,10,40-41,8, $179.00 ,0%, $179.00 
55787,4/17/2015,United Kingdom,2182,UK4,Male,10,43,9.5, $169.00 ,0%, $169.00 
55788,4/18/2015,United Kingdom,2242,UK3,Female,8.5,39,6.5, $139.00 ,0%, $139.00 
55789,4/18/2015,Germany,2152,GER2,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
55789,4/18/2015,Germany,2166,GER2,Male,10.5,43-44,10, $149.00 ,20%, $119.20 
55790,4/18/2015,United States,2151,US11,Female,8,38-39,6, $179.00 ,20%, $143.20 
55791,4/18/2015,Canada,2214,CAN5,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
55792,4/18/2015,United States,2180,US14,Female,8,38-39,6, $159.00 ,0%, $159.00 
55793,4/18/2015,United States,2234,US15,Female,7,37-38,5, $129.00 ,0%, $129.00 
55794,4/18/2015,United States,2198,US12,Female,10,40-41,8, $159.00 ,0%, $159.00 
55795,4/18/2015,Canada,2213,CAN6,Male,9,42,8.5, $179.00 ,20%, $143.20 
55796,4/18/2015,United Kingdom,2226,UK2,Female,8,38-39,6, $129.00 ,0%, $129.00 
55797,4/18/2015,Canada,2159,CAN5,Female,7.5,38,5.5, $159.00 ,0%, $159.00 
55798,4/18/2015,Canada,2162,CAN5,Male,10.5,43-44,10, $189.00 ,0%, $189.00 
55799,4/18/2015,United States,2156,US15,Male,11.5,44-45,11, $129.00 ,50%, $64.50 
55800,4/18/2015,United States,2212,US15,Female,9,39-40,7, $189.00 ,0%, $189.00 
55801,4/19/2015,United States,2233,US3,Male,9,42,8.5, $149.00 ,0%, $149.00 
55802,4/19/2015,Canada,2200,CAN2,Male,10.5,43-44,10, $139.00 ,20%, $111.20 
55803,4/19/2015,United States,2238,US14,Female,8,38-39,6, $159.00 ,0%, $159.00 
55804,4/19/2015,United States,2221,US3,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
55805,4/19/2015,Germany,2207,GER3,Male,9,42,8.5, $199.00 ,10%, $179.10 
55805,4/19/2015,Germany,2196,GER1,Male,8.5,41-42,8, $129.00 ,0%, $129.00 
55806,4/19/2015,United States,2210,US12,Male,10.5,43-44,10, $149.00 ,20%, $119.20 
55807,4/19/2015,Germany,2234,GER2,Male,10,43,9.5, $159.00 ,50%, $79.50 
55808,4/19/2015,United Kingdom,2211,UK1,Female,8,38-39,6, $179.00 ,30%, $125.30 
55809,4/19/2015,Canada,2226,CAN6,Male,9.5,42-43,9, $189.00 ,0%, $189.00 
55810,4/19/2015,Germany,2210,GER3,Female,8.5,39,6.5, $129.00 ,0%, $129.00 
55811,4/19/2015,Canada,2155,CAN2,Female,9,39-40,7, $129.00 ,50%, $64.50 
55812,4/19/2015,Germany,2176,GER1,Male,9.5,42-43,9, $139.00 ,0%, $139.00 
55813,4/20/2015,Germany,2185,GER1,Female,7,37-38,5, $149.00 ,0%, $149.00 
55814,4/20/2015,United States,2225,US13,Male,8.5,41-42,8, $189.00 ,10%, $170.10 
55815,4/20/2015,Canada,2170,CAN7,Female,10.5,41,8.5, $139.00 ,30%, $97.30 
55816,4/20/2015,United States,2224,US15,Female,9.5,40,7.5, $129.00 ,50%, $64.50 
55817,4/20/2015,Germany,2212,GER3,Male,8.5,41-42,8, $189.00 ,0%, $189.00 
55818,4/20/2015,United States,2227,US15,Female,8.5,39,6.5, $149.00 ,0%, $149.00 
55819,4/20/2015,Germany,2213,GER2,Male,10.5,43-44,10, $139.00 ,50%, $69.50 
55820,4/21/2015,United States,2188,US1,Female,5.5,36,3.5, $129.00 ,50%, $64.50 
55820,4/21/2015,United States,2226,US5,Female,10,40-41,8, $129.00 ,20%, $103.20 
55821,4/21/2015,United States,2175,US6,Female,8,38-39,6, $189.00 ,20%, $151.20 
55822,4/21/2015,Germany,2210,GER1,Male,11,44,10.5, $199.00 ,0%, $199.00 
55823,4/21/2015,United States,2152,US13,Female,8.5,39,6.5, $199.00 ,0%, $199.00 
55824,4/21/2015,United States,2232,US2,Male,9.5,42-43,9, $139.00 ,0%, $139.00 
55825,4/21/2015,United States,2160,US8,Male,9.5,42-43,9, $179.00 ,0%, $179.00 
55826,4/21/2015,United States,2151,US15,Male,9,42,8.5, $169.00 ,0%, $169.00 
55827,4/21/2015,Germany,2206,GER1,Male,9,42,8.5, $179.00 ,0%, $179.00 
55828,4/21/2015,Germany,2165,GER2,Male,8.5,41-42,8, $159.00 ,0%, $159.00 
55829,4/21/2015,United States,2206,US14,Female,7,37-38,5, $199.00 ,0%, $199.00 
55829,4/21/2015,United States,2209,US6,Male,11.5,44-45,11, $159.00 ,0%, $159.00 
55830,4/21/2015,United Kingdom,2184,UK2,Female,9,39-40,7, $159.00 ,10%, $143.10 
55831,4/21/2015,United Kingdom,2229,UK2,Male,11,44,10.5, $169.00 ,0%, $169.00 
55832,4/21/2015,United States,2228,US10,Female,7.5,38,5.5, $159.00 ,30%, $111.30 
55833,4/21/2015,Germany,2226,GER3,Male,10,43,9.5, $139.00 ,20%, $111.20 
55834,4/22/2015,United States,2229,US15,Female,8,38-39,6, $169.00 ,0%, $169.00 
55835,4/22/2015,Germany,2223,GER2,Female,9,39-40,7, $159.00 ,0%, $159.00 
55836,4/22/2015,Canada,2192,CAN2,Male,9.5,42-43,9, $179.00 ,10%, $161.10 
55837,4/22/2015,United States,2192,US3,Female,9.5,40,7.5, $199.00 ,0%, $199.00 
55838,4/22/2015,United States,2217,US12,Female,10.5,41,8.5, $129.00 ,20%, $103.20 
55839,4/23/2015,United States,2220,US8,Male,10,43,9.5, $179.00 ,10%, $161.10 
55840,4/23/2015,Germany,2179,GER1,Female,7.5,38,5.5, $199.00 ,0%, $199.00 
55841,4/23/2015,United Kingdom,2224,UK2,Female,6.5,37,4.5, $179.00 ,0%, $179.00 
55842,4/23/2015,United Kingdom,2239,UK1,Male,9.5,42-43,9, $179.00 ,30%, $125.30 
55843,4/23/2015,Canada,2152,CAN2,Male,8.5,41-42,8, $159.00 ,0%, $159.00 
55844,4/23/2015,United States,2169,US12,Female,7,37-38,5, $169.00 ,0%, $169.00 
55845,4/23/2015,United Kingdom,2182,UK4,Male,10,43,9.5, $169.00 ,0%, $169.00 
55846,4/23/2015,United States,2191,US14,Male,6.5,39,6, $179.00 ,10%, $161.10 
55847,4/24/2015,Germany,2234,GER1,Female,9.5,40,7.5, $189.00 ,50%, $94.50 
55848,4/24/2015,Germany,2230,GER2,Male,10.5,43-44,10, $199.00 ,10%, $179.10 
55849,4/24/2015,Germany,2205,GER1,Female,9,39-40,7, $199.00 ,0%, $199.00 
55850,4/24/2015,United States,2186,US14,Male,11,44,10.5, $149.00 ,50%, $74.50 
55851,4/24/2015,Germany,2192,GER1,Male,10.5,43-44,10, $189.00 ,0%, $189.00 
55852,4/25/2015,Germany,2196,GER1,Male,8.5,41-42,8, $129.00 ,0%, $129.00 
55853,4/25/2015,United States,2214,US13,Female,7.5,38,5.5, $179.00 ,0%, $179.00 
55854,4/25/2015,Canada,2232,CAN7,Female,9,39-40,7, $179.00 ,20%, $143.20 
55855,4/25/2015,Canada,2151,CAN6,Male,11,44,10.5, $159.00 ,0%, $159.00 
55855,4/25/2015,Canada,2168,CAN6,Male,9.5,42-43,9, $139.00 ,0%, $139.00 
55856,4/25/2015,Canada,2221,CAN1,Female,8,38-39,6, $189.00 ,0%, $189.00 
55857,4/25/2015,United States,2236,US14,Male,14,47,13.5, $149.00 ,0%, $149.00 
55858,4/25/2015,United Kingdom,2165,UK4,Female,6,36-37,4, $199.00 ,0%, $199.00 
55859,4/26/2015,United States,2148,US15,Female,9,39-40,7, $149.00 ,0%, $149.00 
55860,4/26/2015,Germany,2204,GER1,Female,9.5,40,7.5, $139.00 ,0%, $139.00 
55861,4/26/2015,United States,2232,US12,Female,7.5,38,5.5, $169.00 ,20%, $135.20 
55862,4/26/2015,Canada,2172,CAN6,Female,8,38-39,6, $149.00 ,20%, $119.20 
55863,4/26/2015,Germany,2206,GER2,Male,10.5,43-44,10, $179.00 ,0%, $179.00 
55864,4/26/2015,Germany,2162,GER2,Female,9,39-40,7, $179.00 ,30%, $125.30 
55865,4/26/2015,Germany,2181,GER2,Male,11,44,10.5, $139.00 ,50%, $69.50 
55866,4/26/2015,Canada,2206,CAN6,Male,10.5,43-44,10, $129.00 ,0%, $129.00 
55867,4/26/2015,United States,2190,US1,Male,10,43,9.5, $139.00 ,50%, $69.50 
55868,4/26/2015,Canada,2215,CAN7,Male,9,42,8.5, $139.00 ,0%, $139.00 
55869,4/27/2015,Germany,2186,GER1,Female,8.5,39,6.5, $179.00 ,20%, $143.20 
55870,4/27/2015,Germany,2213,GER2,Male,10.5,43-44,10, $139.00 ,50%, $69.50 
55871,4/27/2015,United States,2236,US14,Male,14,47,13.5, $149.00 ,0%, $149.00 
55872,4/27/2015,Canada,2213,CAN6,Female,8,38-39,6, $139.00 ,0%, $139.00 
55873,4/27/2015,Germany,2197,GER2,Male,15,48,14.5, $189.00 ,50%, $94.50 
55874,4/27/2015,United Kingdom,2173,UK2,Male,9,42,8.5, $149.00 ,30%, $104.30 
55875,4/27/2015,Germany,2189,GER2,Female,8,38-39,6, $169.00 ,0%, $169.00 
55876,4/27/2015,United States,2227,US7,Female,8,38-39,6, $149.00 ,0%, $149.00 
55877,4/27/2015,United Kingdom,2165,UK4,Female,6,36-37,4, $199.00 ,0%, $199.00 
55878,4/27/2015,United States,2161,US10,Male,9.5,42-43,9, $139.00 ,0%, $139.00 
55879,4/27/2015,Canada,2220,CAN7,Male,8.5,41-42,8, $129.00 ,0%, $129.00 
55879,4/27/2015,Canada,2176,CAN7,Male,8,41,7.5, $189.00 ,0%, $189.00 
55880,4/28/2015,Germany,2193,GER2,Male,9.5,42-43,9, $129.00 ,20%, $103.20 
55881,4/28/2015,United Kingdom,2224,UK3,Female,6,36-37,4, $129.00 ,0%, $129.00 
55882,4/28/2015,Germany,2165,GER3,Male,10.5,43-44,10, $139.00 ,10%, $125.10 
55883,4/28/2015,United Kingdom,2190,UK1,Female,7,37-38,5, $189.00 ,0%, $189.00 
55883,4/28/2015,United Kingdom,2185,UK2,Female,7,37-38,5, $129.00 ,20%, $103.20 
55884,4/28/2015,Germany,2207,GER1,Male,8,41,7.5, $159.00 ,50%, $79.50 
55885,4/28/2015,Germany,2220,GER1,Male,9.5,42-43,9, $169.00 ,30%, $118.30 
55886,4/28/2015,Germany,2165,GER2,Male,8.5,41-42,8, $159.00 ,0%, $159.00 
55887,4/28/2015,United Kingdom,2150,UK3,Female,6.5,37,4.5, $179.00 ,0%, $179.00 
55888,4/28/2015,Germany,2164,GER3,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
55889,4/28/2015,Canada,2232,CAN7,Female,9,39-40,7, $179.00 ,20%, $143.20 
55890,4/28/2015,United States,2188,US10,Male,12,45,11.5, $169.00 ,0%, $169.00 
55890,4/28/2015,United States,2215,US13,Female,9.5,40,7.5, $169.00 ,50%, $84.50 
55891,4/29/2015,United States,2236,US15,Female,8,38-39,6, $169.00 ,0%, $169.00 
55892,4/29/2015,Germany,2236,GER2,Female,8,38-39,6, $199.00 ,0%, $199.00 
55893,4/29/2015,Germany,2181,GER1,Male,11,44,10.5, $159.00 ,0%, $159.00 
55894,4/29/2015,Germany,2199,GER2,Male,6.5,39,6, $179.00 ,0%, $179.00 
55895,4/29/2015,Canada,2192,CAN2,Male,9.5,42-43,9, $179.00 ,10%, $161.10 
55896,4/29/2015,Germany,2156,GER1,Male,8,41,7.5, $159.00 ,50%, $79.50 
55897,4/29/2015,Germany,2162,GER2,Female,9,39-40,7, $179.00 ,30%, $125.30 
55898,4/29/2015,Canada,2213,CAN5,Male,14,47,13.5, $149.00 ,20%, $119.20 
55899,4/29/2015,United States,2220,US8,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
55900,4/30/2015,United States,2160,US13,Female,9.5,40,7.5, $129.00 ,50%, $64.50 
55901,4/30/2015,Germany,2177,GER1,Female,8,38-39,6, $179.00 ,10%, $161.10 
55902,4/30/2015,Germany,2147,GER2,Male,15,48,14.5, $179.00 ,10%, $161.10 
55903,4/30/2015,Germany,2206,GER2,Male,10.5,43-44,10, $179.00 ,0%, $179.00 
55904,4/30/2015,United States,2220,US8,Male,10,43,9.5, $179.00 ,10%, $161.10 
55904,4/30/2015,United States,2152,US7,Male,9.5,42-43,9, $169.00 ,10%, $152.10 
55904,4/30/2015,United States,2188,US10,Male,12,45,11.5, $169.00 ,0%, $169.00 
55905,4/30/2015,United States,2227,US14,Male,9.5,42-43,9, $139.00 ,50%, $69.50 
55906,5/1/2015,Germany,2209,GER2,Male,11,44,10.5, $169.00 ,0%, $169.00 
55907,5/1/2015,United States,2177,US12,Female,8,38-39,6, $139.00 ,0%, $139.00 
55908,5/1/2015,United Kingdom,2242,UK1,Male,8,41,7.5, $129.00 ,30%, $90.30 
55909,5/1/2015,Germany,2203,GER3,Male,7.5,40-41,7, $189.00 ,0%, $189.00 
55910,5/1/2015,Germany,2241,GER2,Male,10.5,43-44,10, $159.00 ,0%, $159.00 
55910,5/1/2015,Germany,2182,GER2,Female,11,41-42,9, $179.00 ,0%, $179.00 
55911,5/1/2015,United States,2212,US14,Female,6.5,37,4.5, $129.00 ,0%, $129.00 
55912,5/1/2015,United States,2186,US1,Male,8,41,7.5, $189.00 ,10%, $170.10 
55913,5/1/2015,Germany,2197,GER2,Male,15,48,14.5, $189.00 ,50%, $94.50 
55914,5/1/2015,United States,2208,US14,Male,9.5,42-43,9, $129.00 ,0%, $129.00 
55915,5/2/2015,United States,2242,US13,Female,8.5,39,6.5, $169.00 ,20%, $135.20 
55916,5/2/2015,Canada,2241,CAN3,Female,10.5,41,8.5, $129.00 ,0%, $129.00 
55917,5/2/2015,United States,2220,US8,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
55918,5/2/2015,United States,2204,US15,Female,9,39-40,7, $179.00 ,0%, $179.00 
55919,5/2/2015,United States,2222,US12,Male,10.5,43-44,10, $149.00 ,0%, $149.00 
55920,5/2/2015,Germany,2173,GER1,Male,8.5,41-42,8, $179.00 ,0%, $179.00 
55921,5/2/2015,Canada,2219,CAN2,Female,8.5,39,6.5, $179.00 ,0%, $179.00 
55922,5/2/2015,United States,2175,US14,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
55923,5/2/2015,United States,2231,US14,Male,9,42,8.5, $149.00 ,0%, $149.00 
55924,5/3/2015,Germany,2217,GER2,Male,9.5,42-43,9, $149.00 ,30%, $104.30 
55924,5/3/2015,Germany,2147,GER2,Male,15,48,14.5, $179.00 ,10%, $161.10 
55925,5/3/2015,United Kingdom,2159,UK5,Female,6,36-37,4, $189.00 ,50%, $94.50 
55926,5/3/2015,Germany,2206,GER1,Male,13,46,12.5, $159.00 ,0%, $159.00 
55927,5/3/2015,Germany,2154,GER1,Male,10.5,43-44,10, $199.00 ,20%, $159.20 
55928,5/3/2015,Canada,2223,CAN6,Female,9.5,40,7.5, $139.00 ,0%, $139.00 
55929,5/3/2015,Canada,2164,CAN2,Female,8.5,39,6.5, $169.00 ,10%, $152.10 
55930,5/3/2015,United States,2236,US1,Female,9.5,40,7.5, $189.00 ,30%, $132.30 
55931,5/3/2015,Canada,2196,CAN2,Male,9,42,8.5, $139.00 ,30%, $97.30 
55931,5/3/2015,Canada,2217,CAN6,Female,8.5,39,6.5, $159.00 ,0%, $159.00 
55932,5/3/2015,United States,2227,US14,Male,10.5,43-44,10, $199.00 ,0%, $199.00 
55933,5/3/2015,United States,2208,US14,Male,9.5,42-43,9, $129.00 ,0%, $129.00 
55933,5/3/2015,United States,2175,US14,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
55934,5/3/2015,United States,2195,US4,Female,8.5,39,6.5, $189.00 ,20%, $151.20 
55935,5/4/2015,Germany,2164,GER3,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
55936,5/4/2015,Germany,2169,GER1,Male,9.5,42-43,9, $129.00 ,0%, $129.00 
55937,5/4/2015,Germany,2179,GER2,Male,9.5,42-43,9, $149.00 ,20%, $119.20 
55938,5/4/2015,Canada,2238,CAN2,Female,8.5,39,6.5, $129.00 ,20%, $103.20 
55939,5/4/2015,Germany,2224,GER1,Male,11,44,10.5, $189.00 ,0%, $189.00 
55940,5/4/2015,United States,2159,US10,Female,8,38-39,6, $159.00 ,0%, $159.00 
55941,5/4/2015,Canada,2231,CAN1,Female,10.5,41,8.5, $169.00 ,0%, $169.00 
55942,5/4/2015,United States,2240,US13,Female,8.5,39,6.5, $199.00 ,20%, $159.20 
55943,5/5/2015,Canada,2198,CAN5,Male,9,42,8.5, $169.00 ,30%, $118.30 
55944,5/5/2015,Germany,2176,GER1,Male,11.5,44-45,11, $199.00 ,30%, $139.30 
55945,5/5/2015,Canada,2227,CAN1,Female,8,38-39,6, $179.00 ,30%, $125.30 
55946,5/5/2015,Canada,2221,CAN1,Female,8,38-39,6, $189.00 ,0%, $189.00 
55947,5/5/2015,United States,2165,US5,Female,8.5,39,6.5, $129.00 ,30%, $90.30 
55948,5/5/2015,Canada,2190,CAN3,Female,8.5,39,6.5, $139.00 ,30%, $97.30 
